name,supplier_primary_email,supplier_secondary_email,supplier_type,supplier_business_name,supplier_business_register_no,contact_no,address,description,supplier_website,supplier_tel_no,supplier_mobile,supplier_fax,supplier_city,supplier_location_latitude,supplier_location_longitude,email,asset_categories
Smart Corporation,supplier0076.primary@hotmail.com,supplier0076.secondary@hotmail.com,Company,Smart Corporation,BR557927195,+1-965-568-1460,"359 Cedar Drive, San Jose, CA 93476",Comprehensive product range and services,https://www.supplier0076.com,+1-417-224-1630,+1-857-843-2312,+1-961-216-1328,San Jose,29.9577677,-79.84447,supplier0076@hotmail.com,"Furniture,Stationery"
Digital Corporation,supplier0077.primary@business.com,supplier0077.secondary@business.com,Company,Digital Corporation,BR351441458,+1-620-279-3437,"4264 River Road, San Diego, GA 15455",Trusted partner for business solutions,https://www.supplier0077.com,+1-345-648-6584,+1-754-236-6002,+1-701-572-3287,San Diego,40.8088419,-87.061971,supplier0077@business.com,Medical Supplies
Tech Partners,supplier0078.primary@gmail.com,supplier0078.secondary@gmail.com,Company,Tech Partners,BR856258719,+1-237-765-9765,"4002 River Street, Philadelphia, GA 77241",Excellence in product delivery,https://www.supplier0078.com,+1-995-367-1788,+1-250-947-1157,+1-864-475-7778,Philadelphia,30.1543144,-97.417192,supplier0078@gmail.com,"Machinery,Medical Supplies,Electronics"
Advanced Partners,supplier0079.primary@yahoo.com,supplier0079.secondary@yahoo.com,Company,Advanced Partners,BR625153088,+1-422-622-5250,"3461 Lake Street, Dallas, MI 22703",Innovative solutions for modern business,https://www.supplier0079.com,+1-695-414-7963,+1-629-995-1962,+1-392-981-4709,Dallas,25.8049118,-90.316333,supplier0079@yahoo.com,"Machinery,Stationery"
International Partners,supplier0080.primary@yahoo.com,supplier0080.secondary@yahoo.com,Company,International Partners,BR558837520,+1-340-889-3572,"925 Cedar Drive, Chicago, FL 13066",Comprehensive product range and services,https://www.supplier0080.com,+1-432-160-1537,+1-834-917-6288,+1-975-884-6620,Chicago,46.3484342,-120.465379,supplier0080@yahoo.com,"Furniture,Electronics"
Sarah Smith,supplier0081.primary@yahoo.com,supplier0081.secondary@yahoo.com,Individual,Digital Partners,BR618436971,+1-230-446-7358,"5930 Oak Street, Phoenix, PA 46027",Innovative solutions for modern business,https://www.supplier0081.com,+1-779-914-1201,+1-930-918-6171,+1-513-241-3094,Phoenix,25.1178016,-66.543774,supplier0081@yahoo.com,Stationery
Premier Systems,supplier0082.primary@business.com,supplier0082.secondary@business.com,Company,Premier Systems,BR730428418,+1-689-768-9465,"9530 River Drive, Houston, MI 50350",Professional grade equipment supplier,https://www.supplier0082.com,+1-648-642-2934,+1-788-803-7955,+1-307-801-5719,Houston,38.2760544,-101.635875,supplier0082@business.com,Medical Supplies
John Davis,supplier0083.primary@business.com,supplier0083.secondary@business.com,Individual,United Corporation,BR191596751,+1-893-409-9820,"9979 Maple Drive, Phoenix, MI 72229",Premium quality equipment and supplies,https://www.supplier0083.com,+1-737-452-4437,+1-354-911-9648,+1-977-546-9188,Phoenix,31.642615,-122.255432,supplier0083@business.com,"Furniture,Machinery"
Smart Group,supplier0084.primary@yahoo.com,supplier0084.secondary@yahoo.com,Company,Smart Group,BR550134867,+1-277-293-7078,"5905 Maple Avenue, Los Angeles, FL 40815",Trusted partner for business solutions,https://www.supplier0084.com,+1-438-507-1474,+1-375-200-1480,+1-590-147-1732,Los Angeles,40.9671021,-73.555757,supplier0084@yahoo.com,"Stationery,Medical Supplies,Safety Equipment"
Sarah Jones,supplier0085.primary@yahoo.com,supplier0085.secondary@yahoo.com,Individual,Premier Enterprises,BR745404605,+1-857-888-5843,"3115 Hill Road, Chicago, NC 36184",Professional grade equipment supplier,https://www.supplier0085.com,+1-307-535-6897,+1-978-666-8491,+1-502-935-4422,Chicago,25.0587946,-69.156664,supplier0085@yahoo.com,"Safety Equipment,Furniture,Medical Supplies"
International Corporation,supplier0086.primary@hotmail.com,supplier0086.secondary@hotmail.com,Company,International Corporation,BR319079616,+1-419-741-6344,"9982 Cedar Road, Philadelphia, NC 26938",Excellence in product delivery,https://www.supplier0086.com,+1-363-507-9525,+1-911-185-5490,+1-987-148-3568,Philadelphia,48.258464,-90.463173,supplier0086@hotmail.com,"Electronics,Medical Supplies,Machinery"
Michael Miller,supplier0087.primary@yahoo.com,supplier0087.secondary@yahoo.com,Individual,Tech Systems,BR783797800,+1-548-603-2135,"5819 Park Drive, Los Angeles, IL 59337",Premium quality equipment and supplies,https://www.supplier0087.com,+1-377-848-1947,+1-516-644-6627,+1-876-587-6454,Los Angeles,35.3900558,-123.742256,supplier0087@yahoo.com,Stationery
Advanced Partners,supplier0088.primary@yahoo.com,supplier0088.secondary@yahoo.com,Company,Advanced Partners,BR317461636,+1-544-819-8329,"6190 Lake Drive, San Antonio, OH 68148",Innovative solutions for modern business,https://www.supplier0088.com,+1-652-195-3802,+1-395-938-4143,+1-426-692-2741,San Antonio,40.724254,-122.836172,supplier0088@yahoo.com,IT Equipment
John Garcia,supplier0089.primary@yahoo.com,supplier0089.secondary@yahoo.com,Individual,United Industries,BR311704346,+1-743-539-6182,"4986 Cedar Lane, New York, NY 45990",Leading supplier of quality products,https://www.supplier0089.com,+1-443-369-6185,+1-987-742-3049,+1-427-986-8553,New York,34.0766804,-118.349723,supplier0089@yahoo.com,Furniture
Global Corporation,supplier0090.primary@gmail.com,supplier0090.secondary@gmail.com,Company,Global Corporation,BR283157312,+1-923-418-5836,"8579 Hill Boulevard, Chicago, FL 90513",Innovative solutions for modern business,https://www.supplier0090.com,+1-339-150-4046,+1-370-737-7728,+1-979-261-4318,Chicago,31.492557,-77.946016,supplier0090@gmail.com,Furniture
Smart Partners,supplier0091.primary@business.com,supplier0091.secondary@business.com,Company,Smart Partners,BR822706238,+1-298-154-6468,"3434 Oak Drive, Philadelphia, FL 38171",Comprehensive product range and services,https://www.supplier0091.com,+1-856-567-7201,+1-384-971-2849,+1-446-198-1885,Philadelphia,32.1024076,-67.359101,supplier0091@business.com,"Machinery,Furniture,Electronics"
Maria Rodriguez,supplier0092.primary@business.com,supplier0092.secondary@business.com,Individual,Tech Enterprises,BR913116016,+1-912-361-9427,"2037 Main Lane, Dallas, FL 96025",Comprehensive product range and services,https://www.supplier0092.com,+1-824-375-7227,+1-498-573-8437,+1-591-366-6329,Dallas,30.020769,-108.667738,supplier0092@business.com,"Electronics,Furniture"
Smart Corporation,supplier0093.primary@gmail.com,supplier0093.secondary@gmail.com,Company,Smart Corporation,BR404958042,+1-611-639-6017,"4893 Oak Road, Dallas, GA 31934",Comprehensive product range and services,https://www.supplier0093.com,+1-803-640-2978,+1-535-895-5086,+1-963-973-8956,Dallas,27.6443443,-105.007058,supplier0093@gmail.com,Electronics
Tech Technologies,supplier0094.primary@business.com,supplier0094.secondary@business.com,Company,Tech Technologies,BR102848574,+1-779-789-4938,"2454 Park Lane, Philadelphia, NC 97188",Premium quality equipment and supplies,https://www.supplier0094.com,+1-746-501-8495,+1-685-404-6799,+1-305-279-4028,Philadelphia,33.5229469,-121.223527,supplier0094@business.com,"IT Equipment,Stationery"
John Davis,supplier0095.primary@business.com,supplier0095.secondary@business.com,Individual,Advanced Technologies,BR504014973,+1-606-910-1122,"5973 Oak Avenue, San Jose, CA 87056",Professional grade equipment supplier,https://www.supplier0095.com,+1-644-878-3322,+1-630-895-5739,+1-819-838-9000,San Jose,28.4646214,-123.959702,supplier0095@business.com,"Safety Equipment,Medical Supplies"
Jane Davis,supplier0096.primary@yahoo.com,supplier0096.secondary@yahoo.com,Individual,Tech Enterprises,BR358015221,+1-337-808-9795,"6103 Cedar Road, Philadelphia, CA 78389",Professional grade equipment supplier,https://www.supplier0096.com,+1-917-353-3506,+1-770-268-8199,+1-859-466-9362,Philadelphia,36.0328115,-124.98092,supplier0096@yahoo.com,"Safety Equipment,Machinery"
Robert Brown,supplier0097.primary@hotmail.com,supplier0097.secondary@hotmail.com,Individual,Premier Enterprises,BR672820762,+1-642-756-7225,"8640 Cedar Drive, Phoenix, NC 95717",Leading supplier of quality products,https://www.supplier0097.com,+1-613-265-5276,+1-203-120-2298,+1-459-459-3912,Phoenix,48.8827509,-113.553919,supplier0097@hotmail.com,Machinery
David Smith,supplier0098.primary@yahoo.com,supplier0098.secondary@yahoo.com,Individual,Digital Partners,BR168691122,+1-264-687-8306,"5170 Oak Avenue, Philadelphia, NY 72430",Innovative solutions for modern business,https://www.supplier0098.com,+1-726-614-6014,+1-936-165-2839,+1-915-598-5571,Philadelphia,42.7194763,-113.991768,supplier0098@yahoo.com,"Medical Supplies,Furniture"
Sarah Brown,supplier0099.primary@gmail.com,supplier0099.secondary@gmail.com,Individual,Premier Systems,BR190837035,+1-865-270-6084,"2737 Oak Street, Philadelphia, OH 99078",Premium quality equipment and supplies,https://www.supplier0099.com,+1-367-457-6969,+1-873-942-1735,+1-605-605-6260,Philadelphia,28.1951743,-96.9704,supplier0099@gmail.com,Machinery
Lisa Martinez,supplier0100.primary@gmail.com,supplier0100.secondary@gmail.com,Individual,United Industries,BR199230400,+1-776-425-8148,"6554 Park Lane, San Antonio, PA 30136",Innovative solutions for modern business,https://www.supplier0100.com,+1-733-913-5931,+1-614-507-3049,+1-487-870-1189,San Antonio,30.1293929,-76.573889,supplier0100@gmail.com,Electronics
Premier Corporation,supplier0101.primary@gmail.com,supplier0101.secondary@gmail.com,Company,Premier Corporation,BR385802773,+1-898-770-5735,"1900 Lake Boulevard, Philadelphia, OH 65565",Leading supplier of quality products,https://www.supplier0101.com,+1-705-639-8038,+1-655-767-6910,+1-772-538-1180,Philadelphia,37.5683096,-104.302514,supplier0101@gmail.com,Furniture
Advanced Enterprises,supplier0102.primary@yahoo.com,supplier0102.secondary@yahoo.com,Company,Advanced Enterprises,BR467976653,+1-773-768-7442,"3219 Maple Lane, Los Angeles, TX 27156",Leading supplier of quality products,https://www.supplier0102.com,+1-248-242-2587,+1-838-716-1945,+1-988-158-9327,Los Angeles,34.4133554,-72.961478,supplier0102@yahoo.com,"IT Equipment,Medical Supplies"
Maria Jones,supplier0103.primary@hotmail.com,supplier0103.secondary@hotmail.com,Individual,International Partners,BR663995952,+1-478-101-9035,"3043 River Avenue, San Diego, NC 57846",Excellence in product delivery,https://www.supplier0103.com,+1-706-998-9756,+1-728-918-6900,+1-798-840-5580,San Diego,33.2533624,-70.511066,supplier0103@hotmail.com,"Safety Equipment,Furniture"
Michael Rodriguez,supplier0104.primary@hotmail.com,supplier0104.secondary@hotmail.com,Individual,Global Technologies,BR912365952,+1-716-269-5025,"9123 Park Street, Chicago, OH 99567",Excellence in product delivery,https://www.supplier0104.com,+1-899-269-6347,+1-947-417-8160,+1-731-141-2815,Chicago,38.7335673,-112.778554,supplier0104@hotmail.com,"Electronics,Machinery,IT Equipment"
Maria Davis,supplier0105.primary@hotmail.com,supplier0105.secondary@hotmail.com,Individual,Digital Enterprises,BR409683395,+1-239-619-7217,"9101 Oak Drive, San Diego, MI 73425",Premium quality equipment and supplies,https://www.supplier0105.com,+1-770-145-7660,+1-740-680-8870,+1-273-564-4902,San Diego,43.4965249,-118.881727,supplier0105@hotmail.com,IT Equipment
Global Systems,supplier0106.primary@business.com,supplier0106.secondary@business.com,Company,Global Systems,BR191978739,+1-202-697-9311,"120 Maple Boulevard, San Diego, NY 37577",Innovative solutions for modern business,https://www.supplier0106.com,+1-789-586-8002,+1-392-429-2418,+1-612-629-1800,San Diego,38.6620048,-83.682563,supplier0106@business.com,"Furniture,Stationery,Machinery"
Smart Solutions,supplier0107.primary@hotmail.com,supplier0107.secondary@hotmail.com,Company,Smart Solutions,BR819607092,+1-646-581-4082,"2464 Park Road, Dallas, NC 31492",Industry-leading technology provider,https://www.supplier0107.com,+1-359-634-7209,+1-913-876-7531,+1-292-291-2345,Dallas,48.659307,-72.034233,supplier0107@hotmail.com,"Machinery,Stationery"
Digital Systems,supplier0108.primary@gmail.com,supplier0108.secondary@gmail.com,Company,Digital Systems,BR285706970,+1-361-511-7395,"2077 Oak Lane, Houston, GA 68490",Trusted partner for business solutions,https://www.supplier0108.com,+1-759-250-6176,+1-241-825-1997,+1-651-466-3833,Houston,40.2446989,-108.224061,supplier0108@gmail.com,"Furniture,IT Equipment,Electronics"
Maria Johnson,supplier0109.primary@gmail.com,supplier0109.secondary@gmail.com,Individual,United Industries,BR627419787,+1-206-366-9978,"4583 Cedar Lane, Phoenix, PA 15203",Comprehensive product range and services,https://www.supplier0109.com,+1-756-703-8261,+1-930-312-5452,+1-461-363-8879,Phoenix,26.8277467,-98.020341,supplier0109@gmail.com,"Medical Supplies,Stationery"
David Smith,supplier0110.primary@yahoo.com,supplier0110.secondary@yahoo.com,Individual,Premier Partners,BR782624479,+1-533-758-4947,"4924 Hill Boulevard, San Jose, OH 29187",Comprehensive product range and services,https://www.supplier0110.com,+1-237-102-4080,+1-709-720-8282,+1-312-331-8257,San Jose,30.0927091,-76.915081,supplier0110@yahoo.com,"Medical Supplies,IT Equipment,Furniture"
Smart Partners,supplier0111.primary@yahoo.com,supplier0111.secondary@yahoo.com,Company,Smart Partners,BR154232399,+1-975-337-8417,"3419 Oak Road, San Jose, CA 47856",Trusted partner for business solutions,https://www.supplier0111.com,+1-277-144-1009,+1-459-278-2960,+1-994-405-5231,San Jose,45.0247607,-108.178102,supplier0111@yahoo.com,IT Equipment
Sarah Rodriguez,supplier0112.primary@gmail.com,supplier0112.secondary@gmail.com,Individual,Smart Systems,BR912276623,+1-426-995-6409,"4395 Cedar Drive, San Diego, MI 53310",Comprehensive product range and services,https://www.supplier0112.com,+1-744-338-8757,+1-857-540-4966,+1-488-819-8538,San Diego,32.4547791,-111.423104,supplier0112@gmail.com,"Medical Supplies,Machinery"
Robert Smith,supplier0113.primary@hotmail.com,supplier0113.secondary@hotmail.com,Individual,Smart Systems,BR249656808,+1-604-260-6985,"4556 Maple Street, New York, GA 23673",Comprehensive product range and services,https://www.supplier0113.com,+1-513-908-4487,+1-846-548-3312,+1-697-628-1422,New York,30.6626328,-70.432079,supplier0113@hotmail.com,"Electronics,Medical Supplies,Stationery"
United Technologies,supplier0114.primary@business.com,supplier0114.secondary@business.com,Company,United Technologies,BR658442160,+1-238-928-1700,"6237 Cedar Drive, New York, NY 33723",Leading supplier of quality products,https://www.supplier0114.com,+1-834-242-5846,+1-695-378-2297,+1-473-732-9390,New York,33.2485823,-82.548016,supplier0114@business.com,Furniture
Global Partners,supplier0115.primary@gmail.com,supplier0115.secondary@gmail.com,Company,Global Partners,BR102897703,+1-592-495-7775,"1791 Cedar Boulevard, Phoenix, NC 72720",Premium quality equipment and supplies,https://www.supplier0115.com,+1-488-964-5152,+1-214-430-8186,+1-280-492-7357,Phoenix,27.2598693,-83.113347,supplier0115@gmail.com,"Stationery,Machinery,IT Equipment"
International Industries,supplier0116.primary@business.com,supplier0116.secondary@business.com,Company,International Industries,BR644445887,+1-364-430-1903,"7819 Maple Road, Chicago, MI 13680",Leading supplier of quality products,https://www.supplier0116.com,+1-973-782-7777,+1-793-548-3812,+1-599-580-9385,Chicago,33.6474944,-110.382752,supplier0116@business.com,Electronics
Maria Martinez,supplier0117.primary@business.com,supplier0117.secondary@business.com,Individual,International Partners,BR592313743,+1-804-945-4899,"4393 Hill Street, Chicago, OH 24015",Professional grade equipment supplier,https://www.supplier0117.com,+1-357-957-9886,+1-978-127-9310,+1-316-328-3020,Chicago,48.3977723,-101.28395,supplier0117@business.com,"Safety Equipment,Machinery,Medical Supplies"
Lisa Jones,supplier0118.primary@business.com,supplier0118.secondary@business.com,Individual,Global Partners,BR564599411,+1-608-890-5312,"7182 Hill Boulevard, Phoenix, GA 28462",Premium quality equipment and supplies,https://www.supplier0118.com,+1-546-141-1076,+1-820-619-2460,+1-288-506-2776,Phoenix,41.7750426,-103.485842,supplier0118@business.com,"Machinery,Medical Supplies"
Sarah Martinez,supplier0119.primary@gmail.com,supplier0119.secondary@gmail.com,Individual,Premier Partners,BR293863615,+1-377-571-8830,"1903 Hill Avenue, Los Angeles, NY 10696",Industry-leading technology provider,https://www.supplier0119.com,+1-540-949-3718,+1-801-572-4236,+1-482-857-8588,Los Angeles,44.1340833,-116.189486,supplier0119@gmail.com,"Electronics,Safety Equipment"
Sarah Williams,supplier0120.primary@hotmail.com,supplier0120.secondary@hotmail.com,Individual,Premier Group,BR366122236,+1-891-380-8421,"4314 Lake Drive, New York, CA 60972",Innovative solutions for modern business,https://www.supplier0120.com,+1-478-634-5280,+1-611-470-4910,+1-537-833-7605,New York,41.2434774,-85.937635,supplier0120@hotmail.com,"Safety Equipment,Machinery"
